book-imbalance-0.2-2-1,book-imbalance-0.2-5-1,book-delta-v1-0.2-2-1,book-delta-v1-0.2-2-5,book-delta-v1-0.2-2-15,book-delta-v1-0.2-5-1,book-delta-v1-0.2-5-5,book-delta-v1-0.2-5-15,trade-indicator-v1-0.2-2-1-raw,trade-indicator-v2-0.2-2-1-raw,trade-indicator-v1-0.2-2-5-raw,trade-indicator-v2-0.2-2-5-raw,trade-indicator-v1-0.2-2-15-raw,trade-indicator-v2-0.2-2-15-raw,timestamp,mid_price
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-01 00:00:00.961979,88074700.0
-7476.248024940491,-5724.618985638022,0.8705505632961241,0.8705505632961241,0.8705505632961241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-01 00:00:01.961980,88075100.0
-7458.927535817027,-6491.307276085019,2.164309044896234,2.385317450674353,2.4437045641489106,-1.1102230246251563e-16,0.0,1.1102230246251563e-16,0.000226988,19999.91268,0.000226988,19999.91268,0.000226988,19999.91268,2024-05-01 00:00:02.961980,88075100.0
-7420.793410822749,-6466.010006532073,1.6149671225296596,2.623475012707848,2.8997098247036712,0.6105628318304059,0.5161597054141731,0.499397406768866,0.0007006202185926,61731.64746019604,0.0008029580561796,70748.63432999028,0.0008294648595183,73084.14877216241,2024-05-01 00:00:03.961982,88075100.0
-5643.757359623909,-10039.044996768236,2.409950416561576,3.638705385942978,4.093974005611451,0.1741848121091032,0.3722505779420813,0.4148320650560355,0.0002577437744892,22709.80397024941,0.000657406454026,57924.0826642317,0.0007759701699176,68370.73167144787,2024-05-01 00:00:04.961982,88074200.0
-5643.757359623909,-10039.044996768236,0.0490410465525305,2.2027417874823474,3.031090692162421,-0.7435781749099126,-0.3632464214129987,-0.2513732070912893,7.22586357245302e-05,6367.994313688356,0.000515678881183,45437.75214103769,0.0007033655141341,61974.82137036193,2024-05-01 00:00:05.961983,88074200.0
-8828.965449765325,-10059.481063202024,-0.0001916789185204,1.694197311867518,2.669319945291636,-0.2609188489187966,-0.2462784793046664,-0.1794651441005432,0.0002533444665301,22322.6540095026,0.0006489641587374,57181.28484860248,0.0008847653515028,77957.87810806037,2024-05-01 00:00:06.961983,88066700.0
-12253.169242992995,-14116.529229164124,-3.386321317199096,-2.132516276054905,-1.0967577881989627,-2.836143067708564,-2.842791081389425,-2.7525031493204546,-0.004678095779229,-411452.0663731408,-0.0042399690855963,-372848.0354495573,-0.0039435918335551,-346733.9723472862,2024-05-01 00:00:07.961984,88070900.0
-974.7248635292052,-11690.662471979856,-3.09278563736992,-3.196595123109927,-2.3588488853369114,-1.3861038498048268,-2.557573453434385,-2.730257639369164,-0.0016982772610092,-149364.83546618625,-0.0034486950824776,-303262.23206726206,-0.0036665597064044,-322372.132298646,2024-05-01 00:00:08.961984,88075400.0
-10955.479647547008,-6740.538514047861,-2.5006797409930384,-3.697888531360967,-3.2111968796619648,-1.8888763670439328,-3.170486922861042,-3.5207261609025045,-0.0029413672897342,-258948.16678307304,-0.0051401587220132,-452290.0302216472,-0.0057466982163768,-505581.2961260282,2024-05-01 00:00:09.961986,88055100.0
-7808.121976032853,-5897.757735401392,0.60154804454333,-1.846138955986098,-1.856744543220948,-0.8300712235678848,-2.6947608938210874,-3.328110967633039,-0.0010820685548273,-95261.70688852636,-0.0042084060214142,-370303.75705303234,-0.0053760763222892,-472974.8340272381,2024-05-01 00:00:10.961987,88051400.0
-7808.121976032853,-5897.757735401392,0.2702929597213948,-1.573175844912119,-1.7603125444221714,-0.3729750430292723,-2.296323758418675,-3.155261991717244,-0.000398070775259,-35044.823495188815,-0.0034455514311704,-303179.0738796352,-0.0050293569515647,-442471.2609766514,2024-05-01 00:00:11.961988,88051400.0
-9286.802081853151,-5979.203487858176,-0.868208142059427,-2.063326623541651,-2.311585192980706,-2.0045875467753795,-3.2323740358629527,-4.122840592808018,-0.0001464420543489,-12892.270083361896,-0.002820978918011,-248222.0314749588,-0.0047049985584061,-413934.9553194053,2024-05-01 00:00:12.961988,88052900.0
-9276.06706377864,-5972.413457483053,-6.647162950236932,-7.459838316560321,-7.61996992551706,-6.875316719169217,-8.270135113681826,-9.119806118699762,-0.0204937130211179,-1804029.3198327047,-0.0227494621939603,-2002513.529479046,-0.0248413990159526,-2186525.5607690606,2024-05-01 00:00:13.961989,88052900.0
-14651.830401405692,-6262.084696605802,-3.5326651494973,-6.798393886208753,-7.654013809123493,-2.3096155740296425,-6.374855768083231,-8.045172589215767,-0.0056150416937367,-494239.8531629526,-0.0167015103141802,-1470093.9651652265,-0.0213151282973812,-1876084.4901756311,2024-05-01 00:00:14.961989,88041400.0
-8698.930133119226,-6009.693786680698,-0.7909760728379739,-5.22295112873518,-6.75026188110084,-0.2753461209817937,-4.863245463435445,-7.116015736979833,-0.0020429604004462,-179822.09938824273,-0.0136513421170684,-1201612.5575971224,-0.0199177534090452,-1753091.5634707846,2024-05-01 00:00:15.961990,88046800.0
