book-imbalance-0.2-2-1,book-imbalance-0.2-5-1,book-delta-v1-0.2-2-1,book-delta-v1-0.2-2-5,book-delta-v1-0.2-2-15,book-delta-v1-0.2-5-1,book-delta-v1-0.2-5-5,book-delta-v1-0.2-5-15,trade-indicator-v1-0.2-2-1-raw,trade-indicator-v2-0.2-2-1-raw,trade-indicator-v1-0.2-2-5-raw,trade-indicator-v2-0.2-2-5-raw,trade-indicator-v1-0.2-2-15-raw,trade-indicator-v2-0.2-2-15-raw,timestamp,mid_price
1474.8118097484112,1378.7956485301256,5.606509313038133,10.596622001179522,12.23657710802396,5.60522560944966,10.431740517799554,11.61443990716834,0.6320676145427875,53397846.848248206,1.4033204263410732,118554267.61700532,1.6023801316538946,135371198.18048584,2024-05-01 12:00:00.404967,84483900.0
1399.3978467434645,1033.4709058105946,5.125544049178715,11.109737174214503,13.45438441165659,5.125181831958412,10.97723268056372,12.873208714724072,0.2420826328205672,20451491.71194333,1.158499541467941,97871546.46033087,1.5085957578381015,127448223.12359546,2024-05-01 12:00:01.404968,84485000.0
1363.8473265469074,1107.6290864795446,2.118562408139689,9.387776971185035,12.7435091264376,2.11843538039195,9.280728247110702,12.1996960883742,0.0894799816793417,7559401.057334096,0.9489219600265444,80166162.6535954,1.411724627046611,119264420.6772137,2024-05-01 12:00:02.404969,84485000.0
1372.7184667736292,1116.0940234810114,0.5605094126797359,7.513470116155013,11.786584952825615,0.5604633807379282,7.426759059407804,11.278875728760145,0.0336037116562271,2838895.672916877,0.7775974569447671,65692450.15710414,1.32136411554326,111630646.04563671,2024-05-01 12:00:03.404970,84485000.0
1362.7916857153175,1138.5655623078346,1.7659529200647257,7.431875164905356,12.012465159218316,1.7659347196162067,7.3598471334203905,11.534239469744842,0.0123857866653791,1046371.3299606869,0.6366666235159127,53786429.16492766,1.2361690318608454,104433249.09554929,2024-05-01 12:00:04.404970,84485000.0
1627.1125170439482,-95.32919676601888,9.280035250326192,13.02657876734918,17.028493685003202,9.280028317644785,12.966970252783156,16.579918114263265,0.1937445402769283,16369946.375811724,0.7104466081307992,60021611.53126472,1.3456328279855931,113683041.8741212,2024-05-01 12:00:05.404971,84487700.0
2285.867182061076,1384.224759310484,6.956875822778174,13.32730695038111,18.04484782192205,6.956873235145912,13.277971965598285,17.62278729289755,0.1047016152070944,8846552.960952424,0.6150914684966271,51965925.44615877,1.2922758918683717,109175665.9890946,2024-05-01 12:00:06.404973,84486400.0
968.2111503630877,-1141.4843238145113,2.5390209061768463,10.960254734980037,16.869590332310818,4.357632655140778,12.273631199410978,17.52311133523656,0.0385412416921332,3256464.956218746,0.5036179712140852,42548101.27157784,1.2089567934308254,102136598.12492684,2024-05-01 12:00:07.404973,84488900.0
968.2111503630877,-1141.4843238145113,1.1408556336444111,9.339712997900747,15.9934502512207,1.958010566937783,10.458898594639974,16.613029947142635,0.0141785304557554,1197986.5082881376,0.4123275208357134,34835438.99611716,1.1309875248559638,95549500.9732363,2024-05-01 12:00:08.404974,84488900.0
1695.123188391328,-42.422600492835045,-1.6015353883237964,6.083869275046872,13.778172099427934,-0.6154891040866896,7.369930343284732,14.712514804034727,0.0044927538606956,379611.99059641553,0.3368619856486008,28459742.586489543,1.0573234934863744,89326122.96014436,2024-05-01 12:00:09.404975,84487700.0
