book-imbalance-0.2-2-1,book-imbalance-0.2-5-1,book-delta-v1-0.2-2-1,book-delta-v1-0.2-2-5,book-delta-v1-0.2-2-15,book-delta-v1-0.2-5-1,book-delta-v1-0.2-5-5,book-delta-v1-0.2-5-15,trade-indicator-v1-0.2-2-1-raw,trade-indicator-v2-0.2-2-1-raw,trade-indicator-v1-0.2-2-5-raw,trade-indicator-v2-0.2-2-5-raw,trade-indicator-v1-0.2-2-15-raw,trade-indicator-v2-0.2-2-15-raw,timestamp,mid_price
-3472.277641221881,-688.8987130224705,2.6179981442748934,1.0135120015807484,-9.444878426929526,1.4884718901269791,2.1233473434480654,-6.3949028299081245,0.0691190195308513,5617239.169430517,0.0518660667272241,4215424.019980864,-0.1768002396995658,-14365953.57058803,2024-05-01 18:00:00.879474,81269600.0
-3479.12313452363,-695.2208618074656,-1.7407685892307896,-1.3269776212608404,-10.47457329826496,-2.159837596653108,-0.4546001667079937,-7.641781693898388,-0.0105427257206724,-856575.908299929,0.006494151870773,528254.5675455816,-0.2013680511942082,-16362492.626801375,2024-05-01 18:00:01.879474,81269600.0
-3846.185758844018,-982.4412172138692,-0.8749725596731475,-1.2493727971223358,-9.923348784067018,-1.0247286295778393,-0.5308022397868473,-7.27085288589439,0.0419410759534552,3408594.338695345,0.0511364898517608,4156209.265065121,-0.1425616904543862,-11583515.139739389,2024-05-01 18:00:02.879475,81269600.0
-3124.380568012595,-729.0763432085514,-0.0208637947830618,-0.7690570974921385,-9.037986932837484,1.199870607728062,0.8227365297572848,-5.759569316322462,0.0751939675838861,6111064.898005888,0.1016317248460966,8259929.459042954,-0.0736027492179936,-5979346.2069391925,2024-05-01 18:00:03.879477,81270400.0
-4702.550187125802,-1242.6053115576506,-6.567347795087347,-5.990667279176538,-12.857313756517105,-7.27869847177756,-5.709769532328929,-10.62471931436869,-0.0169773412257764,-1379404.3684910168,0.0385693626198589,3135118.758241405,-0.1134955420109634,-9221259.650645765,2024-05-01 18:00:04.879478,81271200.0
-2510.264870226383,-574.2658911049366,-5.891188858619823,-7.73309794765109,-14.372528140140764,-6.152623076307336,-7.507779756402315,-12.301987970761624,0.0358399411972844,2912912.1578357667,0.0736634793034949,5987184.807989581,-0.0640903163212057,-5206186.147903639,2024-05-01 18:00:05.879479,81273300.0
-1736.8769204318523,1896.834506183863,-3.2449584245716774,-7.125186296159309,-14.08028607999614,-3.3452788294543154,-6.941472717857918,-12.149000548677307,-0.1118205484607256,-9087559.298209997,-0.0646947701155052,-5257267.468353758,-0.1849622645913738,-15029583.301754825,2024-05-01 18:00:06.879480,81271100.0
-552.9810913056135,1017.201025262475,-2.0207905585062984,-6.484687290001865,-13.689827821567256,-2.0614721508585814,-6.330993561118944,-11.874253009877313,-0.0516800848792159,-4199979.351566195,-0.0635112018568745,-5161139.668826003,-0.1835770944924965,-14917133.27623456,2024-05-01 18:00:07.879482,81273400.0
-4614.149564474821,-2348.1652400046587,-17.025057704335715,-18.945437297479444,-24.43154592980889,-17.03642461519757,-18.831847533051214,-22.783132329545964,-0.0917979287450586,-7459851.232358728,-0.1247844621251666,-10140348.94337152,-0.2445235421895398,-19869847.55213797,2024-05-01 18:00:08.879482,81271700.0
-4798.938280850649,-1612.43061517179,-3.168774312942338,-12.815965508672353,-20.472816005305923,-3.1736039231107624,-12.720687325677854,-18.92732073499071,-0.024991170727428,-2030911.768051304,-0.0933854766481685,-7588801.392349161,-0.219974081722988,-17874967.042007543,2024-05-01 18:00:09.879483,81264700.0
-3685.998053520918,-818.9804214090109,-5.092423781070977,-13.541992967422855,-21.63016533213307,-5.094296215075436,-13.462964071847514,-20.179751642512347,-0.0214551239214263,-1743463.9165959335,-0.0887189476227013,-7209518.30921398,-0.2180486759777712,-17718489.755304724,2024-05-01 18:00:10.879485,81262400.0
-5316.554351434112,-2937.2717061787844,-14.583947557792598,-21.642611550673173,-29.406009323944875,-13.414404126777246,-20.61554093983629,-27.28776492144348,-0.1109878269984784,-9015649.054880869,-0.1757318587994203,-14276918.87817324,-0.3070809874541009,-24950035.45383971,2024-05-01 18:00:11.879487,81244500.0
-6282.775427997112,-6523.045470952988,-0.5898310503907374,-13.734871972703868,-23.90803161297653,-1.307533725793205,-13.764471295109631,-22.66282176597837,0.396021522226967,32181476.92467538,0.292974584905357,23809196.31602276,0.149575253266282,12157216.416929234,2024-05-01 18:00:12.879487,81256000.0
-10234.986451774836,-347.97576682269573,-6.845069829174607,-16.42435503182253,-26.69943866278652,-7.066567372500252,-16.429061044629762,-25.5297538792348,0.1005802762887205,8174926.694831208,0.194759402532272,15829344.17770879,0.0948207942184801,7709183.824288319,2024-05-01 18:00:13.879488,81239600.0
-9794.43934121728,-385.82597990334034,-4.404416913532302,-14.910179542211235,-26.0680795379968,-4.503442500453154,-14.915658187182466,-24.96138876181774,0.0370014158339638,3007387.4641120117,0.1594555123042649,12959970.879346084,0.0887055153176337,7211995.316514482,2024-05-01 18:00:14.879488,81236000.0
492.4612081795931,1030.6807154119017,-8.70247389253533,-17.783946377512677,-29.066017364143068,-9.752610585213162,-18.61299917418408,-28.751730110906507,-0.1129962738204492,-9177278.186412256,0.0039427976713062,327092.51181995124,-0.0436237048095244,-3536762.2114811726,2024-05-01 18:00:15.879488,81223500.0
275.8913380354643,491.9200234115124,-4.909829242917314,-15.859201318814083,-28.145646791276167,-5.365251925668197,-16.55916054485668,-27.846167859409828,-0.0438592180675221,-3562152.1501802085,0.0009378777066626,81780.5190405173,-0.0431004925622675,-3494685.932724509,2024-05-01 18:00:16.879489,81224900.0
261.4107523262501,447.2198619842529,-0.6440709185373317,-12.153617378848857,-25.63357053146673,-0.8149518651590597,-12.747075433097557,-25.361296123592496,-0.0684736806328964,-5561602.008199036,-0.051570906678929,-4184203.239881938,-0.0926595878503045,-7520462.566378601,2024-05-01 18:00:17.879489,81224900.0
350.28830376267433,120.61825600266457,-9.57148613916996,-17.222258623902476,-29.975056512153497,-9.62548087801732,-17.684160481401157,-29.708642640812435,-0.0833706733661817,-6771602.99202572,-0.1004033012621539,-8151339.822851358,-0.1448643056641107,-11761049.214747475,2024-05-01 18:00:18.879491,81225100.0
-1649.4034513533115,-1810.5622375309467,-9.70420566855024,-19.03066759390829,-32.15650616554553,-9.723388047534668,-19.398137895825247,-31.902131373196376,-0.0418016747280378,-3394713.70864178,-0.0933345884538787,-7577332.775858127,-0.1466528878305309,-11906123.875797378,2024-05-01 18:00:19.879492,81215900.0
-5089.93071205914,-2210.079646348953,-1.886585371570467,-14.280475194278248,-28.937910403217032,-0.7089162892904294,-13.733970584917582,-27.98986827192471,0.012493157261019,1014848.758091828,-0.0485447638930676,-3940101.229736798,-0.10932366694052,-8874567.910296164,2024-05-01 18:00:20.879493,81211900.0
-1151.681714549661,-1542.9112732559445,-6.293131227041204,-16.040243566650073,-30.64925736803113,-5.720989269291352,-15.457170693871236,-29.66985391228068,-0.0046550902883493,-377429.831590844,-0.0489961571001641,-3976653.872617089,-0.1115241200521266,-9052992.094810707,2024-05-01 18:00:21.879493,81209700.0
-2514.138160929084,-2239.1485088914637,-11.797261724296458,-20.64829392084673,-34.91738764736605,-12.535287956626144,-20.970909793347325,-34.689641980556175,-0.0583951560138805,-4741293.876030046,-0.0967973046005444,-7858254.020361236,-0.1610142373082691,-13071582.540634409,2024-05-01 18:00:22.879494,81209900.0
