,timestamp,host,host_ip,ping_size,time,ttl,min,avg,max,stddev
93,2024-03-31 14:00:12,api.bitflyer.com,104.76.93.43,64,4.45,51,4.45,4.45,4.45,0.0
94,2024-03-31 14:00:12,api.bithumb.com,23.52.32.184,64,5.994,51,5.994,5.994,5.994,0.0
95,2024-03-31 14:00:12,www.bithumb.com,23.43.165.80,64,6.318,51,6.318,6.318,6.318,
96,2024-03-31 14:00:13,api.upbit.com,3.38.54.27,64,8.702,238,8.702,8.702,8.702,0.0
97,2024-03-31 14:00:13,api.binance.com,52.84.252.75,64,6.289,244,6.289,6.289,6.289,
98,2024-03-31 14:00:13,www.upbit.com,104.17.186.185,64,7.043,52,7.043,7.043,7.043,0.0
99,2024-03-31 14:00:13,www.bithumb.com,23.43.165.80,64,5.675,51,5.675,5.675,5.675,
100,2024-03-31 14:00:13,api.bitflyer.com,104.76.93.43,64,4.528,51,4.528,4.528,4.528,
101,2024-03-31 14:00:13,api.bithumb.com,23.52.32.184,64,5.478,51,5.478,5.478,5.478,
102,2024-03-31 14:00:14,api.upbit.com,3.38.54.27,64,7.403,238,7.403,7.403,7.403,
103,2024-03-31 14:00:14,api.binance.com,52.84.252.75,64,5.217,244,5.217,5.217,5.217,0.0
104,2024-03-31 14:00:14,api.bitflyer.com,104.76.93.43,64,4.439,51,4.439,4.439,4.439,
105,2024-03-31 14:00:14,www.bithumb.com,23.43.165.80,64,6.602,51,6.602,6.602,6.602,
106,2024-03-31 14:00:14,api.bithumb.com,23.52.32.184,64,5.892,51,5.892,5.892,5.892,
107,2024-03-31 14:00:14,www.upbit.com,104.17.186.185,64,7.087,52,7.087,7.087,7.087,
108,2024-03-31 14:00:15,api.bitflyer.com,104.76.93.43,64,5.432,51,5.432,5.432,5.432,0.0
109,2024-03-31 14:00:15,api.binance.com,52.84.252.75,64,8.156,244,8.156,8.156,8.156,0.0
110,2024-03-31 14:00:15,api.bithumb.com,23.52.32.184,64,4.934,51,4.934,4.934,4.934,
111,2024-03-31 14:00:15,api.upbit.com,3.38.54.27,64,6.198,238,6.198,6.198,6.198,
112,2024-03-31 14:00:15,www.bithumb.com,23.43.165.80,64,6.002,51,6.002,6.002,6.002,0.0
113,2024-03-31 14:00:15,www.upbit.com,104.17.186.185,64,6.486,52,6.486,6.486,6.486,0.0
114,2024-03-31 14:00:16,api.binance.com,52.84.252.75,64,6.693,244,6.693,6.693,6.693,0.0
115,2024-03-31 14:00:16,api.upbit.com,3.38.54.27,64,5.962,238,5.962,5.962,5.962,
116,2024-03-31 14:00:16,www.upbit.com,104.17.186.185,64,6.182,52,6.182,6.182,6.182,0.0
117,2024-03-31 14:00:16,www.bithumb.com,23.43.165.80,64,5.084,51,5.084,5.084,5.084,
118,2024-03-31 14:00:16,api.bitflyer.com,104.76.93.43,64,4.767,51,4.767,4.767,4.767,
119,2024-03-31 14:00:16,api.bithumb.com,23.52.32.184,64,5.77,51,5.77,5.77,5.77,0.0
120,2024-03-31 14:00:17,api.bithumb.com,23.52.32.184,64,7.005,51,7.005,7.005,7.005,0.0
121,2024-03-31 14:00:17,api.bitflyer.com,104.76.93.43,64,5.907,51,5.907,5.907,5.907,
122,2024-03-31 14:00:17,www.bithumb.com,23.43.165.80,64,8.455,51,8.455,8.455,8.455,0.0
123,2024-03-31 14:00:17,api.binance.com,52.84.252.75,64,13.516,244,13.516,13.516,13.516,
124,2024-03-31 14:00:17,www.upbit.com,104.17.186.185,64,12.62,52,12.62,12.62,12.62,
125,2024-03-31 14:00:17,api.upbit.com,13.125.5.38,64,7.214,238,7.214,7.214,7.214,
126,2024-03-31 14:00:18,api.bitflyer.com,104.76.93.43,64,6.654,51,6.654,6.654,6.654,
127,2024-03-31 14:00:18,api.bithumb.com,23.52.32.184,64,5.861,51,5.861,5.861,5.861,0.0
128,2024-03-31 14:00:18,www.upbit.com,104.17.186.185,64,6.141,52,6.141,6.141,6.141,
129,2024-03-31 14:00:18,api.binance.com,52.84.252.75,64,6.215,244,6.215,6.215,6.215,
130,2024-03-31 14:00:18,api.upbit.com,13.125.5.38,64,6.875,238,6.875,6.875,6.875,0.0
131,2024-03-31 14:00:18,www.bithumb.com,23.43.165.80,64,5.454,51,5.454,5.454,5.454,
132,2024-03-31 14:00:19,api.bitflyer.com,104.76.93.43,64,6.003,51,6.003,6.003,6.003,
133,2024-03-31 14:00:19,www.upbit.com,104.17.186.185,64,8.908,52,8.908,8.908,8.908,0.0
134,2024-03-31 14:00:19,www.bithumb.com,23.43.165.80,64,5.469,51,5.469,5.469,5.469,
135,2024-03-31 14:00:19,api.binance.com,52.84.252.75,64,5.026,244,5.026,5.026,5.026,
136,2024-03-31 14:00:19,api.bithumb.com,23.52.32.184,64,6.026,51,6.026,6.026,6.026,
137,2024-03-31 14:00:19,api.upbit.com,13.125.5.38,64,7.543,238,7.543,7.543,7.543,0.0
138,2024-03-31 14:00:20,www.bithumb.com,23.43.165.80,64,6.016,51,6.016,6.016,6.016,0.0
139,2024-03-31 14:00:20,api.bitflyer.com,104.76.93.43,64,4.308,51,4.308,4.308,4.308,0.0
140,2024-03-31 14:00:20,www.upbit.com,104.17.186.185,64,7.57,52,7.57,7.57,7.57,
141,2024-03-31 14:00:20,api.binance.com,52.84.252.75,64,5.213,244,5.213,5.213,5.213,
142,2024-03-31 14:00:20,api.bithumb.com,23.52.32.184,64,4.859,51,4.859,4.859,4.859,0.0
143,2024-03-31 14:00:20,api.upbit.com,13.125.5.38,64,7.196,238,7.196,7.196,7.196,0.0
144,2024-03-31 14:00:21,www.bithumb.com,23.43.165.80,64,6.369,51,6.369,6.369,6.369,0.0
145,2024-03-31 14:00:21,api.binance.com,52.84.252.75,64,7.865,244,7.865,7.865,7.865,0.0
146,2024-03-31 14:00:21,www.upbit.com,104.17.186.185,64,6.085,52,6.085,6.085,6.085,0.0
147,2024-03-31 14:00:21,api.bithumb.com,23.52.32.184,64,6.115,51,6.115,6.115,6.115,
148,2024-03-31 14:00:21,api.bitflyer.com,104.76.93.43,64,7.568,51,7.568,7.568,7.568,0.0
149,2024-03-31 14:00:21,api.upbit.com,13.125.5.38,64,7.225,238,7.225,7.225,7.225,0.0
150,2024-03-31 14:00:22,www.bithumb.com,23.43.165.80,64,7.462,51,7.462,7.462,7.462,0.0
151,2024-03-31 14:00:22,api.binance.com,52.84.252.75,64,5.149,244,5.149,5.149,5.149,0.0
152,2024-03-31 14:00:22,api.bithumb.com,23.52.32.184,64,6.191,51,6.191,6.191,6.191,
153,2024-03-31 14:00:22,api.bitflyer.com,104.76.93.43,64,5.757,51,5.757,5.757,5.757,0.0
154,2024-03-31 14:00:22,www.upbit.com,104.17.186.185,64,5.784,52,5.784,5.784,5.784,0.0
155,2024-03-31 14:00:22,api.upbit.com,13.125.5.38,64,7.007,238,7.007,7.007,7.007,0.0
156,2024-03-31 14:00:23,api.bithumb.com,23.52.32.184,64,6.138,51,6.138,6.138,6.138,0.0
157,2024-03-31 14:00:23,www.bithumb.com,23.43.165.80,64,8.059,51,8.059,8.059,8.059,
158,2024-03-31 14:00:23,api.bitflyer.com,104.76.93.43,64,3.941,51,3.941,3.941,3.941,0.0
159,2024-03-31 14:00:23,api.binance.com,52.84.252.75,64,5.774,244,5.774,5.774,5.774,
160,2024-03-31 14:00:23,api.upbit.com,13.125.5.38,64,6.874,238,6.874,6.874,6.874,0.0
161,2024-03-31 14:00:23,www.upbit.com,104.17.186.185,64,5.89,52,5.89,5.89,5.89,0.0
162,2024-03-31 14:00:24,api.binance.com,52.84.252.75,64,5.911,244,5.911,5.911,5.911,0.0
163,2024-03-31 14:00:24,www.bithumb.com,23.43.165.80,64,5.527,51,5.527,5.527,5.527,
164,2024-03-31 14:00:24,api.bithumb.com,23.52.32.184,64,5.068,51,5.068,5.068,5.068,
165,2024-03-31 14:00:24,api.bitflyer.com,104.76.93.43,64,4.285,51,4.285,4.285,4.285,
166,2024-03-31 14:00:24,www.upbit.com,104.17.186.185,64,6.676,52,6.676,6.676,6.676,
167,2024-03-31 14:00:24,api.upbit.com,13.125.5.38,64,7.768,238,7.768,7.768,7.768,
168,2024-03-31 14:00:25,api.binance.com,52.84.252.75,64,6.319,244,6.319,6.319,6.319,
169,2024-03-31 14:00:25,api.bithumb.com,23.51.28.123,64,5.911,54,5.911,5.911,5.911,0.0
170,2024-03-31 14:00:25,www.bithumb.com,23.43.165.80,64,5.533,51,5.533,5.533,5.533,
171,2024-03-31 14:00:25,api.bitflyer.com,104.76.93.43,64,4.579,51,4.579,4.579,4.579,0.0
172,2024-03-31 14:00:25,www.upbit.com,104.17.186.185,64,6.374,52,6.374,6.374,6.374,
173,2024-03-31 14:00:25,api.upbit.com,13.125.5.38,64,7.196,238,7.196,7.196,7.196,0.0
174,2024-03-31 14:00:26,api.binance.com,52.84.252.75,64,5.53,244,5.53,5.53,5.53,0.0
175,2024-03-31 14:00:26,api.bithumb.com,23.51.28.123,64,4.731,54,4.731,4.731,4.731,0.0
176,2024-03-31 14:00:26,api.bitflyer.com,104.76.93.43,64,4.592,51,4.592,4.592,4.592,
177,2024-03-31 14:00:26,www.bithumb.com,23.43.165.80,64,5.77,51,5.77,5.77,5.77,0.0
178,2024-03-31 14:00:26,www.upbit.com,104.17.186.185,64,6.098,52,6.098,6.098,6.098,
179,2024-03-31 14:00:26,api.upbit.com,13.125.5.38,64,7.229,238,7.229,7.229,7.229,0.0
180,2024-03-31 14:00:27,api.binance.com,52.84.252.75,64,8.105,244,8.105,8.105,8.105,0.0
181,2024-03-31 14:00:27,api.bitflyer.com,104.76.93.43,64,5.131,51,5.131,5.131,5.131,0.0
182,2024-03-31 14:00:27,www.bithumb.com,23.43.165.80,64,5.738,51,5.738,5.738,5.738,0.0
183,2024-03-31 14:00:27,api.bithumb.com,23.51.28.123,64,5.131,54,5.131,5.131,5.131,0.0
184,2024-03-31 14:00:27,api.upbit.com,13.125.5.38,64,7.385,238,7.385,7.385,7.385,0.0
185,2024-03-31 14:00:27,www.upbit.com,104.17.186.185,64,6.88,52,6.88,6.88,6.88,
186,2024-03-31 14:00:28,api.bitflyer.com,104.76.93.43,64,6.897,51,6.897,6.897,6.897,
187,2024-03-31 14:00:28,api.bithumb.com,23.51.28.123,64,9.731,54,9.731,9.731,9.731,
188,2024-03-31 14:00:28,api.binance.com,52.84.252.75,64,8.6,244,8.6,8.6,8.6,
189,2024-03-31 14:00:28,www.bithumb.com,23.43.165.80,64,6.901,51,6.901,6.901,6.901,0.0
190,2024-03-31 14:00:28,api.upbit.com,13.125.5.38,64,7.821,238,7.821,7.821,7.821,
191,2024-03-31 14:00:28,www.upbit.com,104.17.186.185,64,8.147,52,8.147,8.147,8.147,
192,2024-03-31 14:00:29,api.bitflyer.com,104.76.93.43,64,6.466,51,6.466,6.466,6.466,
193,2024-03-31 14:00:29,api.bithumb.com,23.51.28.123,64,5.892,54,5.892,5.892,5.892,
194,2024-03-31 14:00:29,www.bithumb.com,23.43.165.80,64,6.195,51,6.195,6.195,6.195,
