book.delta.v1.0.2.10.1,book.delta.v1.0.2.10.5,book.delta.v1.0.2.2.1,book.delta.v2.0.2.10.5,book.imbalance.0.2.10.1,book.imbalance.0.2.5.1,trade.indicator.v1.0.2.5.1.power,trade.indicator.v1.0.2.5.5.power,trade.indicator.v1.0.2.5.5.sqrt
0.000001154299285,0.000007700349402,0.000004741399481,0.000008053014484,0.000000012790097,0.000000003412937,0.000084412432292,0.000024390340057,0.000069461084985
