price,quantity,type,timestamp
38900,51,0,2024-04-17 18:54:29.174
38890,132.4801,0,2024-04-17 18:54:29.174
38870,288.4801,0,2024-04-17 18:54:29.174
38860,58.832,0,2024-04-17 18:54:29.174
38850,137.2594,0,2024-04-17 18:54:29.174
38950,51,1,2024-04-17 18:54:29.174
38960,108.8123,1,2024-04-17 18:54:29.174
38970,182.5747,1,2024-04-17 18:54:29.174
38980,57.1697,1,2024-04-17 18:54:29.174
38990,183.4801,1,2024-04-17 18:54:29.174
38900,51,0,2024-04-17 18:54:34.305
38890,132.4801,0,2024-04-17 18:54:34.305
38870,288.4801,0,2024-04-17 18:54:34.305
38860,58.832,0,2024-04-17 18:54:34.305
38850,137.2594,0,2024-04-17 18:54:34.305
38950,51,1,2024-04-17 18:54:34.305
38960,108.8123,1,2024-04-17 18:54:34.305
38970,182.5747,1,2024-04-17 18:54:34.305
38980,57.1697,1,2024-04-17 18:54:34.305
38990,696.5631,1,2024-04-17 18:54:34.305
38900,51,0,2024-04-17 18:54:39.419
38890,132.4801,0,2024-04-17 18:54:39.419
38870,288.4801,0,2024-04-17 18:54:39.419
38860,58.832,0,2024-04-17 18:54:39.419
38850,137.2594,0,2024-04-17 18:54:39.419
38950,51,1,2024-04-17 18:54:39.419
38960,108.8123,1,2024-04-17 18:54:39.419
38970,695.7897,1,2024-04-17 18:54:39.419
38980,57.1697,1,2024-04-17 18:54:39.419
38990,183.4801,1,2024-04-17 18:54:39.419
38380,0,0,2024-04-17 21:12:55.017
38370,6.7728,0,2024-04-17 21:12:55.017
38360,0.5225,0,2024-04-17 21:12:55.017
38350,0.2625,0,2024-04-17 21:12:55.017
38340,55.6971,0,2024-04-17 21:12:55.017
38390,27.4801,1,2024-04-17 21:12:55.017
38400,57.8881,1,2024-04-17 21:12:55.017
38410,80.568,1,2024-04-17 21:12:55.017
38420,29.112,1,2024-04-17 21:12:55.017
38430,28.92,1,2024-04-17 21:12:55.017
38340,28.4795,0,2024-04-17 21:13:00.104
38330,21.1813,0,2024-04-17 21:13:00.104
38320,1.77,0,2024-04-17 21:13:00.104
38300,34.2244,0,2024-04-17 21:13:00.104
38290,0.7724,0,2024-04-17 21:13:00.104
38350,29.76,1,2024-04-17 21:13:00.104
38360,29.3471,1,2024-04-17 21:13:00.104
38370,28.824,1,2024-04-17 21:13:00.104
38380,30.36,1,2024-04-17 21:13:00.104
38390,31.128,1,2024-04-17 21:13:00.104
38300,34.2244,0,2024-04-17 21:13:05.458
38290,0.7724,0,2024-04-17 21:13:05.458
38280,2.851,0,2024-04-17 21:13:05.458
38270,132.7426,0,2024-04-17 21:13:05.458
38260,78.7398,0,2024-04-17 21:13:05.458
38330,11,1,2024-04-17 21:13:05.458
38340,23.67,1,2024-04-17 21:13:05.458
38350,29.352,1,2024-04-17 21:13:05.458
38370,29.736,1,2024-04-17 21:13:05.458
38390,104,1,2024-04-17 21:13:05.458
38300,23.0827,0,2024-04-17 21:13:10.676
38290,28.2525,0,2024-04-17 21:13:10.676
38280,2.851,0,2024-04-17 21:13:10.676
38270,28.7426,0,2024-04-17 21:13:10.676
38260,58.9158,0,2024-04-17 21:13:10.676
38380,30.36,1,2024-04-17 21:13:10.676
38400,30.744,1,2024-04-17 21:13:10.676
38410,546.7658,1,2024-04-17 21:13:10.676
38440,113.419,1,2024-04-17 21:13:10.676
38450,526.0484,1,2024-04-17 21:13:10.676
38290,28.2525,0,2024-04-17 21:13:15.802
38280,2.851,0,2024-04-17 21:13:15.802
38270,28.7426,0,2024-04-17 21:13:15.802
38260,58.9158,0,2024-04-17 21:13:15.802
38250,561.7952,0,2024-04-17 21:13:15.802
38300,179.5734,1,2024-04-17 21:13:15.802
38390,28.944,1,2024-04-17 21:13:15.802
38400,30.744,1,2024-04-17 21:13:15.802
38410,548.969,1,2024-04-17 21:13:15.802
38440,113.419,1,2024-04-17 21:13:15.802
38320,104,0,2024-04-17 21:13:20.918
38300,172.3325,0,2024-04-17 21:13:20.918
38290,28.2525,0,2024-04-17 21:13:20.918
38280,2.851,0,2024-04-17 21:13:20.918
38270,392.4876,0,2024-04-17 21:13:20.918
38370,181.3687,1,2024-04-17 21:13:20.918
38380,27.4801,1,2024-04-17 21:13:20.918
38390,27.4801,1,2024-04-17 21:13:20.918
38400,30.744,1,2024-04-17 21:13:20.918
38410,600.105,1,2024-04-17 21:13:20.918
38290,28.2525,0,2024-04-17 21:13:26.002
38280,53.851,0,2024-04-17 21:13:26.002
38270,28.7426,0,2024-04-17 21:13:26.002
38260,27.7398,0,2024-04-17 21:13:26.002
38250,557.1129,0,2024-04-17 21:13:26.002
38350,27.4801,1,2024-04-17 21:13:26.002
38360,27.4801,1,2024-04-17 21:13:26.002
38370,30.528,1,2024-04-17 21:13:26.002
